HPI rank;Country;ISO;Continent;Unnamed: 4;Population (thousands);Year;LifeExp (years);Ladder of life (0-10);Footprint (g ha);HPI;Biocapacity for year (g ha);GDP per capita ($)
94;Afghanistan;AFG;6;2015AFG;34413.603;2015;63.4;3.982854605;0.705662883;40.10080812;1.61;2068.265904
95;Rwanda;RWA;5;2015RWA;11369.066;2015;67.5;3.483108997;0.686465198;39.61006104;1.61;1889.157275
96;Cameroon;CMR;5;2015CMR;23298.376;2015;57.6;5.037964821;1.286020207;39.17658912;1.61;3458.6939
97;Saudi Arabia;SAU;4;2015SAU;31717.676;2015;74.7;6.345491886;5.990331797;39.01627851;1.61;48921.22913
98;Myanmar;MMR;8;2015MMR;52680.724;2015;65.8;4.223846436;1.647427119;38.54776205;1.61;4268.500515
99;Mozambique;MOZ;5;2015MOZ;27042.001;2015;57.2;4.549767494;0.794238931;38.48049333;1.61;1262.613081
100;Uganda;UGA;5;2015UGA;38225.447;2015;61.4;4.237686634;1.075465705;38.30611876;1.61;2054.090126
101;Russia;RUS;7;2015RUS;144985.059;2015;71.5;5.995538712;5.178031955;38.06952237;1.61;25566.28763
102;Burkina Faso;BFA;5;2015BFA;18110.616;2015;59.9;4.418930054;1.171624216;37.83133399;1.61;1925.331225
103;Lithuania;LTU;7;2015LTU;2931.872;2015;74.9;5.711378098;5.461260085;37.75359151;1.61;30846.43781
104;Ukraine;UKR;7;2015UKR;44921.636;2015;71.5;3.964542866;2.278177551;37.73761847;1.61;11237.07446
105;United States of America;USA;2;2015USA;320878.312;2015;78.9;6.863946915;8.068903862;37.71290626;1.61;58509.58354
106;Madagascar;MDG;5;2015MDG;24234.08;2015;65.5;3.592514038;0.927791747;37.70188054;1.61;1546.766536
107;Malawi;MWI;5;2015MWI;16745.305;2015;62;3.86763835;0.851668057;37.48073827;1.61;1027.229606
108;Gabon;GAB;5;2015GAB;1947.69;2015;64.9;4.66101265;2.395218511;37.21436962;1.61;15510.0708
109;Namibia;NAM;5;2015NAM;2314.901;2015;62.1;4.529762904;1.825591307;37.0056706;1.61;10487.50002
110;Haiti;HTI;1;2015HTI;10695.54;2015;62.5;3.569762468;0.648546238;36.87488828;1.61;2941.815531
111;Bahrain;BHR;4;2015BHR;1371.853;2015;76.8;6.00737524;6.687148581;36.54810202;1.61;48110.80433
112;Latvia;LVA;7;2015LVA;1997.675;2015;74.7;5.880597591;6.16647606;36.31080676;1.61;26706.26276
113;Congo (Kinshasa);COD;5;2015COD;76244.532;2015;59.3;3.902741671;0.808555575;35.94450865;1.61;1065.24241
114;Nigeria;NGA;5;2015NGA;181137.454;2015;53.1;4.932914734;1.089426287;35.8888557;1.61;5514.770455
115;Sierra Leone;SLE;5;2015SLE;7171.909;2015;52.9;4.908617973;1.052693655;35.76663953;1.61;1551.822009
116;Kazakhstan;KAZ;7;2015KAZ;17572.01;2015;71.3;5.949995041;5.882587608;35.56350402;1.61;24290.41763
117;Mali;MLI;5;2015MLI;17438.772;2015;57.5;4.582098484;1.479868195;35.53292792;1.61;2139.735561
118;Bhutan;BTN;6;2015BTN;727.885;2015;70.4;5.082128525;4.476071522;35.20787353;1.61;10086.19751
119;Yemen;YEM;4;2015YEM;26497.881;2015;66.1;2.982673883;0.708112521;34.866719;1.61;
120;Cote d'Ivoire;CIV;5;2015CIV;23226.148;2015;56.1;4.445038795;1.234552189;34.81490026;1.61;4417.151166
121;Tanzania;TZA;5;2015TZA;51482.638;2015;63.1;3.660597324;1.354596322;34.48131845;1.61;2354.139221
122;Estonia;EST;7;2015EST;1315.33;2015;77.8;5.628908634;7.027994729;34.42629032;1.61;31246.23394
123;Togo;TGO;5;2015TGO;7323.162;2015;59.9;3.768301964;1.078348985;34.23152633;1.61;1447.229049
124;Turkmenistan;TKM;7;2015TKM;5565.283;2015;67.7;5.791460037;5.399333895;34.19830863;1.61;12993.52247
125;Zimbabwe;ZWE;5;2015ZWE;13814.642;2015;59.5;3.70319128;1.059412767;33.6325062;1.61;2958.209004
126;Ghana;GHA;5;2015GHA;27849.203;2015;62.8;3.985916138;2.001901143;33.53668329;1.61;4670.431623
127;South Africa;ZAF;5;2015ZAF;55386.369;2015;62.6;4.887325764;3.302355293;33.46703325;1.61;12840.0354
128;Botswana;BWA;5;2015BWA;2120.716;2015;67.3;3.761964798;2.495548601;33.07775983;1.61;16714.39782
129;Mauritania;MRT;5;2015MRT;4046.304;2015;63.9;3.922664165;2.268294251;32.82463887;1.61;5127.436084
130;Benin;BEN;5;2015BEN;10575.962;2015;60.6;3.624664307;1.329072738;32.71230513;1.61;2945.973006
131;United Arab Emirates;ARE;4;2015ARE;9262.896;2015;77.3;6.568397522;9.535821061;32.35232144;1.61;65218.79227
132;Burundi;BDI;5;2015BDI;10160.034;2015;60.1;3.122222066;0.631616718;32.24339336;1.61;825.2059856
133;Kuwait;KWT;4;2015KWT;3835.588;2015;75.1;6.146031857;8.436236055;31.98476069;1.61;54834.25119
134;Niger;NER;5;2015NER;20001.663;2015;60.6;3.671453714;1.633603934;31.74591484;1.61;1132.331205
135;Guinea;GIN;5;2015GIN;11432.096;2015;59.6;3.504693508;1.560901579;30.41397624;1.61;2087.784046
136;Chad;TCD;5;2015TCD;14110.971;2015;53.1;4.322675228;1.725248801;29.95960257;1.61;1857.107337
137;Luxembourg;LUX;3;2015LUX;566.741;2015;81.6;6.701571465;12.75793434;29.01207818;1.61;110798.7362
138;Liberia;LBR;5;2015LBR;4472.229;2015;62.3;2.701591253;1.17641039;28.5885113;1.61;1580.478874
139;Mongolia;MNG;8;2015MNG;2998.433;2015;69.1;4.982719898;7.323417564;26.91293083;1.61;11022.95648
140;Qatar;QAT;4;2015QAT;2565.708;2015;79.8;6.374529362;14.58434634;24.87044297;1.61;95965.17643
;Central African Republic;CAF;5;2015CAF;4493.171;2015;50.9;;1.133873961;;1.61;852.7494264
;Comoros;COM;5;2015COM;777.435;2015;63.5;;0.988838745;;1.61;2959.539971
;Eswatini;SWZ;5;2015SWZ;1104.038;2015;55.4;;1.980561544;;1.61;8304.613326
;Hong Kong;HKG;8;2015HKG;7185.992;2015;84;5.478235722;;;1.61;57215.9704
;Iceland;ISL;3;2015ISL;330.237;2015;82.5;7.498070717;;;1.61;51471.02158
;Laos;LAO;8;2015LAO;6741.16;2015;66.5;;1.74692341;;1.61;6543.666806
;Lesotho;LSO;5;2015LSO;2059.011;2015;51;;1.243638624;;1.61;2727.120651
;Sudan;SDN;5;2015SDN;38902.948;2015;64.4;;1.306620824;;1.61;4191.823461
;Taiwan;TWN;8;2015TWN;23557.473;2015;79.7495;6.450088024;;;1.61;
;Trinidad and Tobago;TTO;1;2015TTO;1370.332;2015;72.9;;7.110527688;;1.61;29182.57065
;Uruguay;URY;1;2015URY;3412.013;2015;77.4;6.628080368;;;1.61;20588.39312
;Vanuatu;VUT;8;2015VUT;271.128;2015;69.9;6.631873439;;;1.61;3037.784742
